Zip, Total Population ,Percent Males
80027-0000,"1,913,343",37
67519-0000,"1,913,390",21
79934-0000,"1,913,489",5
49781-0000,"1,913,515",28
44061-0000,"1,913,630",38
79379-0000,"1,913,738",31
14516-0000,"1,913,833",57
57652-0000,"1,913,913",92
87013-0000,"1,913,958",24
89045-0000,"1,914,000",16
37416-0000,"1,914,008",36
23967-0000,"1,914,048",93
97430-0000,"1,914,059",16
43268-0000,"1,914,089",92
55333-0000,"1,914,101",91
14487-0000,"1,914,102",64
77029-0000,"1,914,156",31
25779-0000,"1,914,162",17
45119-0000,"1,914,167",23
15112-0000,"1,914,218",50
2206-0000,"1,914,276",31
37809-0000,"1,914,297",76
61744-0000,"1,914,319",81
44619-0000,"1,914,401",42
85719-0000,"1,914,410",66
27969-0000,"1,914,469",71
35764-0000,"1,914,524",36
36340-0000,"1,914,652",51
19002-0000,"1,914,653",35
79401-0000,"1,914,679",83
52737-0000,"1,914,680",89
76012-0000,"1,914,706",44
71323-0000,"1,914,734",100
43047-0000,"1,914,763",52
56291-0000,"1,914,822",81
16613-0000,"1,914,823",64
24714-0000,"1,914,870",100
6422-0000,"1,914,963",14
57313-0000,"1,914,970",37
54487-0000,"1,914,983",58
24818-0000,"1,915,029",17
77902-0000,"1,915,058",58
55578-0000,"1,915,101",34
18850-0000,"1,915,137",70
32399-0000,"1,915,153",48
54499-0000,"1,915,159",6
77377-0000,"1,915,175",20
62867-0000,"1,915,233",35
29743-0000,"1,915,328",21
92314-0000,"1,915,358",94
45135-0000,"1,915,372",100
92656-0000,"1,915,388",84
40391-0000,"1,915,399",31
50427-0000,"1,915,410",90
92652-0000,"1,915,441",70
46280-0000,"1,915,447",98
32706-0000,"1,915,500",58
21650-0000,"1,915,614",32
76857-0000,"1,915,620",63
93260-0000,"1,915,651",83
71854-0000,"1,915,789",85
78834-0000,"1,915,804",8
93440-0000,"1,915,833",68
40830-0000,"1,915,835",64
67801-0000,"1,915,881",61
96704-0000,"1,916,052",99
4073-0000,"1,916,087",14
62465-0000,"1,916,106",24
87027-0000,"1,916,116",10
46805-0000,"1,916,171",59
75001-0000,"1,916,324",66
20440-0000,"1,916,327",43
22542-0000,"1,916,496",100
50323-0000,"1,916,561",73
99323-0000,"1,916,563",83
72350-0000,"1,916,754",86
43783-0000,"1,916,863",32
2638-0000,"1,916,963",100
6254-0000,"1,917,175",89
13089-0000,"1,917,180",6
80804-0000,"1,917,273",5
44609-0000,"1,917,287",57
61028-0000,"1,917,323",91
53559-0000,"1,917,345",69
19426-0000,"1,917,364",32
12859-0000,"1,917,396",25
65627-0000,"1,917,492",23
56122-0000,"1,917,639",76
48204-0000,"1,917,653",19
98055-0000,"1,917,682",43
2715-0000,"1,917,696",6
97361-0000,"1,917,744",41
22547-0000,"1,917,779",31
84076-0000,"1,917,880",28
32435-0000,"1,917,913",94
49101-0000,"1,917,998",97
31624-0000,"1,918,029",11
19538-0000,"1,918,087",70
34475-0000,"1,918,100",50
95406-0000,"1,918,147",75
47366-0000,"1,918,176",68
15963-0000,"1,918,200",59
2540-0000,"1,918,214",27
92197-0000,"1,918,319",13
97834-0000,"1,918,395",78
29006-0000,"1,918,474",86
24935-0000,"1,918,475",42
41735-0000,"1,918,506",27
54489-0000,"1,918,546",24
73121-0000,"1,918,578",30
33860-0000,"1,918,588",64
77212-0000,"1,918,616",20
95528-0000,"1,918,636",78
32312-0000,"1,918,712",49
55118-0000,"1,918,724",99
70090-0000,"1,918,738",28
64073-0000,"1,918,818",10
97020-0000,"1,918,839",19
13087-0000,"1,918,854",74
56387-0000,"1,918,902",41
83615-0000,"1,918,925",15
85712-0000,"1,918,975",99
55564-0000,"1,919,090",29
33406-0000,"1,919,192",17
66213-0000,"1,919,208",51
23192-0000,"1,919,234",83
41044-0000,"1,919,345",73
42436-0000,"1,919,346",61
6281-0000,"1,919,450",41
24010-0000,"1,919,466",10
52572-0000,"1,919,539",3
59730-0000,"1,919,618",23
96768-0000,"1,919,746",63
55990-0000,"1,919,747",9
89421-0000,"1,919,839",54
71862-0000,"1,919,886",12
37748-0000,"1,919,963",71
78147-0000,"1,920,078",80
22060-0000,"1,920,097",53
76693-0000,"1,920,100",94
50660-0000,"1,920,114",94
98663-0000,"1,920,146",82
62464-0000,"1,920,156",36
71060-0000,"1,920,160",56
27204-0000,"1,920,174",90
57738-0000,"1,920,192",51
75861-0000,"1,920,259",74
28146-0000,"1,920,278",45
72074-0000,"1,920,342",93
10273-0000,"1,920,411",29
43205-0000,"1,920,483",88
28235-0000,"1,920,637",41
84325-0000,"1,920,772",73
87114-0000,"1,920,810",45
23395-0000,"1,920,823",46
64024-0000,"1,920,910",20
67547-0000,"1,920,955",4
75228-0000,"1,921,019",88
70552-0000,"1,921,267",2
72546-0000,"1,921,301",42
33909-0000,"1,921,302",54
88316-0000,"1,921,311",27
59339-0000,"1,921,316",90
11766-0000,"1,921,324",26
48833-0000,"1,921,365",58
21502-0000,"1,921,413",32
30735-0000,"1,921,470",50
27592-0000,"1,921,582",3
29695-0000,"1,921,628",5
18936-0000,"1,921,700",12
76862-0000,"1,921,731",29
40350-0000,"1,921,817",38
41099-0000,"1,921,835",27
12508-0000,"1,921,860",14
31631-0000,"1,921,864",74
48980-0000,"1,921,886",30
57245-0000,"1,921,907",1
20435-0000,"1,922,039",15
55974-0000,"1,922,078",77
13477-0000,"1,922,086",72
34442-0000,"1,922,086",36
77289-0000,"1,922,122",41
22454-0000,"1,922,131",16
14825-0000,"1,922,169",22
57551-0000,"1,922,203",2
24292-0000,"1,922,237",24
62560-0000,"1,922,252",22
66060-0000,"1,922,325",44
84244-0000,"1,922,325",69
99653-0000,"1,922,326",89
60002-0000,"1,922,351",89
47740-0000,"1,922,451",84
21144-0000,"1,922,461",24
19016-0000,"1,922,550",24
12821-0000,"1,922,586",14
70047-0000,"1,922,617",22
14863-0000,"1,922,660",48
54441-0000,"1,922,740",79
36511-0000,"1,922,780",17
20773-0000,"1,922,794",76
26833-0000,"1,922,805",55
61875-0000,"1,922,827",26
59918-0000,"1,922,904",46
56644-0000,"1,922,910",22
85383-0000,"1,922,926",48
5907-0000,"1,922,932",88
81211-0000,"1,923,014",78
49761-0000,"1,923,105",20
15057-0000,"1,923,215",54
62334-0000,"1,923,215",55
63361-0000,"1,923,245",31
97810-0000,"1,923,385",39
85648-0000,"1,923,398",64
16502-0000,"1,923,418",57
50608-0000,"1,923,421",48
93771-0000,"1,923,481",71
48313-0000,"1,923,569",95
95982-0000,"1,923,571",5
35670-0000,"1,923,654",1
98616-0000,"1,923,697",10
66049-0000,"1,923,766",16
90054-0000,"1,923,798",50
17360-0000,"1,923,817",60
50548-0000,"1,923,837",100
98937-0000,"1,923,872",55
48616-0000,"1,923,968",76
2360-0000,"1,923,985",62
26263-0000,"1,923,991",8
72903-0000,"1,924,046",29
92186-0000,"1,924,048",77
4112-0000,"1,924,063",11
6340-0000,"1,924,115",89
14547-0000,"1,924,155",34
20416-0000,"1,924,155",94
75834-0000,"1,924,182",23
55389-0000,"1,924,220",18
91302-0000,"1,924,222",61
32654-0000,"1,924,259",26
15203-0000,"1,924,291",79
1441-0000,"1,924,388",66
99716-0000,"1,924,538",81
10278-0000,"1,924,546",95
56481-0000,"1,924,562",33
87715-0000,"1,924,695",14
17605-0000,"1,924,877",96
71855-0000,"1,924,937",80
16865-0000,"1,924,954",39
72523-0000,"1,924,963",51
32514-0000,"1,924,966",22
89162-0000,"1,924,981",12
22570-0000,"1,925,076",17
85380-0000,"1,925,190",37
83522-0000,"1,925,224",40
98141-0000,"1,925,386",8
94142-0000,"1,925,452",42
83121-0000,"1,925,510",76
42458-0000,"1,925,529",61
66610-0000,"1,925,624",53
46808-0000,"1,925,635",35
91951-0000,"1,925,694",53
70375-0000,"1,925,711",96
33084-0000,"1,925,770",40
88314-0000,"1,925,779",98
54128-0000,"1,925,782",88
92317-0000,"1,925,857",69
76820-0000,"1,925,883",54
85145-0000,"1,925,935",40
82327-0000,"1,925,999",59
24801-0000,"1,926,075",66
12220-0000,"1,926,087",38
71316-0000,"1,926,121",87
2301-0000,"1,926,156",5
94291-0000,"1,926,201",17
37051-0000,"1,926,212",98
69157-0000,"1,926,240",73
92230-0000,"1,926,285",42
99686-0000,"1,926,354",57
3302-0000,"1,926,375",92
25160-0000,"1,926,409",8
34447-0000,"1,926,652",60
36793-0000,"1,926,694",4
11568-0000,"1,926,732",69
17344-0000,"1,926,742",70
20785-0000,"1,926,756",49
72842-0000,"1,926,779",92
17070-0000,"1,926,796",97
13484-0000,"1,926,907",80
88436-0000,"1,927,004",26
6920-0000,"1,927,065",16
54817-0000,"1,927,163",52
48471-0000,"1,927,191",35
75368-0000,"1,927,196",92
58656-0000,"1,927,264",31
13024-0000,"1,927,274",52
11364-0000,"1,927,284",42
98624-0000,"1,927,366",3
44630-0000,"1,927,389",62
93560-0000,"1,927,469",76
38256-0000,"1,927,568",66
18901-0000,"1,927,581",79
49441-0000,"1,927,646",19
28720-0000,"1,927,705",43
32954-0000,"1,927,775",59
32609-0000,"1,927,790",75
42364-0000,"1,927,910",37
12031-0000,"1,927,922",54
78516-0000,"1,927,948",85
27889-0000,"1,927,993",79
54201-0000,"1,928,031",26
2109-0000,"1,928,189",39
79225-0000,"1,928,324",70
39662-0000,"1,928,467",68
57231-0000,"1,928,556",70
91311-0000,"1,928,572",5
30270-0000,"1,928,604",93
32721-0000,"1,928,704",52
30374-0000,"1,928,759",97
92121-0000,"1,928,891",62
10196-0000,"1,929,047",58
92223-0000,"1,929,050",85
3597-0000,"1,929,053",75
36587-0000,"1,929,074",10
32318-0000,"1,929,126",67
95070-0000,"1,929,155",6
21017-0000,"1,929,269",93
61111-0000,"1,929,333",14
32616-0000,"1,929,357",80
84662-0000,"1,929,381",30
91108-0000,"1,929,411",30
5069-0000,"1,929,503",54
50146-0000,"1,929,525",90
15623-0000,"1,929,562",9
46746-0000,"1,929,633",97
77393-0000,"1,929,641",2
5448-0000,"1,929,681",92
94523-0000,"1,929,703",15
14210-0000,"1,929,754",43
91766-0000,"1,929,776",15
80463-0000,"1,929,846",6
30295-0000,"1,929,853",14
62433-0000,"1,930,002",49
8329-0000,"1,930,011",50
33563-0000,"1,930,104",24
74002-0000,"1,930,109",57
83655-0000,"1,930,150",28
28089-0000,"1,930,285",26
52543-0000,"1,930,349",24
12921-0000,"1,930,351",43
7308-0000,"1,930,403",36
59927-0000,"1,930,497",10
84074-0000,"1,930,584",42
70651-0000,"1,930,602",76
74452-0000,"1,930,667",48
93012-0000,"1,930,753",75
23070-0000,"1,930,756",90
30076-0000,"1,930,819",95
72444-0000,"1,930,830",95
47272-0000,"1,930,929",92
45383-0000,"1,930,980",28
79516-0000,"1,930,985",44
60098-0000,"1,930,991",92
30094-0000,"1,931,021",34
49420-0000,"1,931,082",69
77326-0000,"1,931,152",28
39769-0000,"1,931,168",11
33594-0000,"1,931,186",34
97302-0000,"1,931,246",40
76092-0000,"1,931,310",67
18451-0000,"1,931,384",77
56315-0000,"1,931,385",56
78217-0000,"1,931,469",41
72137-0000,"1,931,514",70
55418-0000,"1,931,566",65
83635-0000,"1,931,580",99
29683-0000,"1,931,591",67
13112-0000,"1,931,622",6
34219-0000,"1,931,649",10
7924-0000,"1,931,785",66
32174-0000,"1,931,835",40
82420-0000,"1,931,860",39
72611-0000,"1,931,930",51
6530-0000,"1,932,034",61
91426-0000,"1,932,057",82
96120-0000,"1,932,068",47
25434-0000,"1,932,071",11
31054-0000,"1,932,092",97
94063-0000,"1,932,135",69
48203-0000,"1,932,153",23
73446-0000,"1,932,179",64
76571-0000,"1,932,286",87
40360-0000,"1,932,361",3
50150-0000,"1,932,370",28
6383-0000,"1,932,399",49
95887-0000,"1,932,427",78
52227-0000,"1,932,446",88
78738-0000,"1,932,463",43
41129-0000,"1,932,467",7
89033-0000,"1,932,523",43
49227-0000,"1,932,527",12
95616-0000,"1,932,535",98
76104-0000,"1,932,907",92
22644-0000,"1,932,965",24
12486-0000,"1,933,004",52
38870-0000,"1,933,176",79
84511-0000,"1,933,259",61
12997-0000,"1,933,269",68
18815-0000,"1,933,278",19
61363-0000,"1,933,324",62
85533-0000,"1,933,335",63
57775-0000,"1,933,369",4
37932-0000,"1,933,424",25
3467-0000,"1,933,539",84
22802-0000,"1,933,583",68
70114-0000,"1,933,617",58
27634-0000,"1,933,622",34
7504-0000,"1,933,695",25
28253-0000,"1,933,738",62
84141-0000,"1,933,758",75
26036-0000,"1,933,763",20
12769-0000,"1,933,823",55
40296-0000,"1,933,826",95
32502-0000,"1,933,861",9
2838-0000,"1,933,869",71
20763-0000,"1,933,903",53
26750-0000,"1,933,903",4
1886-0000,"1,933,937",64
60072-0000,"1,933,986",10
6372-0000,"1,934,047",46
21804-0000,"1,934,086",59
52134-0000,"1,934,148",93
78639-0000,"1,934,236",14
29078-0000,"1,934,245",4
14150-0000,"1,934,310",37
47249-0000,"1,934,372",37
43937-0000,"1,934,479",17
45430-0000,"1,934,537",42
80758-0000,"1,934,579",56
89043-0000,"1,934,624",87
43271-0000,"1,934,709",75
37362-0000,"1,934,747",56
11901-0000,"1,934,825",90
49644-0000,"1,934,832",44
52645-0000,"1,934,858",7
19397-0000,"1,934,918",84
71932-0000,"1,934,948",45
12915-0000,"1,935,087",87
62871-0000,"1,935,107",21
94147-0000,"1,935,139",74
13479-0000,"1,935,147",66
30324-0000,"1,935,149",49
60302-0000,"1,935,151",30
47386-0000,"1,935,360",19
72734-0000,"1,935,432",42
18503-0000,"1,935,498",44
28563-0000,"1,935,558",81
86022-0000,"1,935,655",84
42445-0000,"1,935,666",53
97204-0000,"1,935,706",80
81633-0000,"1,935,794",39
91360-0000,"1,935,823",30
33779-0000,"1,935,832",27
20056-0000,"1,935,877",19
58649-0000,"1,935,899",2
75152-0000,"1,935,899",67
36904-0000,"1,935,905",68
15440-0000,"1,935,906",52
96041-0000,"1,935,908",37
76007-0000,"1,935,942",18
52052-0000,"1,935,970",70
72119-0000,"1,936,007",51
57541-0000,"1,936,017",3
56522-0000,"1,936,031",88
88574-0000,"1,936,109",84
26208-0000,"1,936,195",20
95118-0000,"1,936,206",35
62967-0000,"1,936,220",50
40357-0000,"1,936,276",67
84604-0000,"1,936,318",43
54216-0000,"1,936,336",54
56542-0000,"1,936,366",99
27102-0000,"1,936,368",3
74722-0000,"1,936,392",82
61724-0000,"1,936,401",38
64050-0000,"1,936,424",21
72068-0000,"1,936,438",28
48387-0000,"1,936,459",94
60555-0000,"1,936,605",100
21727-0000,"1,936,608",27
87059-0000,"1,936,614",27
76460-0000,"1,936,656",43
37345-0000,"1,936,672",65
14221-0000,"1,936,711",22
33083-0000,"1,936,809",4
85382-0000,"1,936,910",85
13131-0000,"1,936,929",40
89501-0000,"1,936,954",52
27882-0000,"1,937,001",12
51365-0000,"1,937,061",76
44839-0000,"1,937,111",58
37618-0000,"1,937,130",27
45387-0000,"1,937,216",19
13093-0000,"1,937,258",17
76102-0000,"1,937,362",71
85643-0000,"1,937,421",51
12182-0000,"1,937,446",22
97864-0000,"1,937,451",52
24120-0000,"1,937,465",33
86512-0000,"1,937,571",9
17263-0000,"1,937,574",36
91129-0000,"1,937,607",13
29614-0000,"1,937,683",13
70718-0000,"1,937,809",41
47837-0000,"1,937,830",89
3291-0000,"1,937,879",3
17241-0000,"1,937,933",8
69350-0000,"1,938,088",52
73554-0000,"1,938,179",32
54601-0000,"1,938,324",36
19060-0000,"1,938,361",42
63951-0000,"1,938,391",87
37217-0000,"1,938,432",9
55955-0000,"1,938,450",9
28077-0000,"1,938,529",14
72716-0000,"1,938,544",70
38862-0000,"1,938,676",80
44512-0000,"1,938,714",52
1902-0000,"1,938,726",93
83732-0000,"1,938,818",33
56131-0000,"1,938,851",50
33461-0000,"1,938,890",82
3268-0000,"1,938,905",81
78799-0000,"1,938,918",5
18336-0000,"1,939,015",64
77060-0000,"1,939,056",64
97641-0000,"1,939,064",58
59102-0000,"1,939,184",60
39436-0000,"1,939,223",93
11740-0000,"1,939,237",36
50670-0000,"1,939,268",11
98925-0000,"1,939,269",72
66418-0000,"1,939,277",73
95124-0000,"1,939,292",86
12167-0000,"1,939,322",15
28775-0000,"1,939,367",94
32869-0000,"1,939,445",10
5302-0000,"1,939,497",76
96048-0000,"1,939,507",6
38174-0000,"1,939,595",84
35812-0000,"1,939,605",13
42171-0000,"1,939,651",18
37732-0000,"1,939,667",44
83352-0000,"1,939,685",31
38551-0000,"1,939,753",80
65729-0000,"1,939,757",6
59222-0000,"1,939,781",57
4613-0000,"1,939,802",36
69039-0000,"1,939,854",79
28652-0000,"1,939,872",45
37025-0000,"1,940,003",11
35208-0000,"1,940,089",68
27593-0000,"1,940,202",35
88342-0000,"1,940,300",21
15550-0000,"1,940,348",48
68859-0000,"1,940,404",25
43912-0000,"1,940,477",46
52332-0000,"1,940,522",17
36049-0000,"1,940,593",86
40405-0000,"1,940,649",49
75421-0000,"1,940,672",18
63638-0000,"1,940,688",28
50851-0000,"1,940,691",96
79410-0000,"1,940,783",46
43635-0000,"1,940,902",100
49902-0000,"1,940,948",68
68039-0000,"1,941,089",89
37371-0000,"1,941,090",69
37841-0000,"1,941,111",56
11417-0000,"1,941,121",8
50255-0000,"1,941,196",74
65590-0000,"1,941,227",61
70094-0000,"1,941,254",66
98668-0000,"1,941,280",26
84113-0000,"1,941,309",81
15262-0000,"1,941,401",43
52241-0000,"1,941,419",96
49090-0000,"1,941,424",14
56134-0000,"1,941,450",8
68508-0000,"1,941,519",42
8647-0000,"1,941,522",18
33071-0000,"1,941,553",88
98611-0000,"1,941,602",37
52580-0000,"1,941,710",60
92391-0000,"1,941,778",87
74023-0000,"1,941,847",43
92552-0000,"1,941,885",53
76873-0000,"1,941,916",27
38569-0000,"1,942,008",25
22472-0000,"1,942,030",60
13348-0000,"1,942,067",31
47228-0000,"1,942,084",91
52630-0000,"1,942,085",80
42040-0000,"1,942,105",66
25635-0000,"1,942,163",23
52206-0000,"1,942,201",70
35613-0000,"1,942,206",44
8270-0000,"1,942,208",75
12950-0000,"1,942,311",31
20646-0000,"1,942,311",79
93451-0000,"1,942,318",100
35481-0000,"1,942,324",22
11390-0000,"1,942,357",24
89405-0000,"1,942,393",60
22488-0000,"1,942,534",91
65075-0000,"1,942,536",11
67855-0000,"1,942,564",25
37818-0000,"1,942,607",79
47997-0000,"1,942,837",83
48160-0000,"1,942,844",84
52307-0000,"1,942,865",58
92384-0000,"1,942,868",11
35032-0000,"1,942,877",60
92192-0000,"1,942,929",100
93014-0000,"1,942,958",83
23038-0000,"1,942,975",56
61244-0000,"1,943,026",78
47280-0000,"1,943,038",11
50671-0000,"1,943,070",62
50272-0000,"1,943,136",84
64801-0000,"1,943,256",47
57068-0000,"1,943,289",78
69212-0000,"1,943,406",79
52752-0000,"1,943,418",99
7979-0000,"1,943,549",63
70639-0000,"1,943,587",43
75470-0000,"1,943,666",59
14548-0000,"1,943,821",6
53094-0000,"1,943,837",16
79066-0000,"1,943,864",12
23831-0000,"1,943,884",53
4734-0000,"1,943,931",10
25428-0000,"1,943,954",41
15010-0000,"1,943,963",88
29111-0000,"1,943,978",58
49356-0000,"1,943,991",26
44398-0000,"1,944,003",63
50595-0000,"1,944,087",7
16350-0000,"1,944,089",24
54566-0000,"1,944,097",27
39309-0000,"1,944,117",28
75472-0000,"1,944,142",25
51552-0000,"1,944,158",56
92683-0000,"1,944,182",84
14420-0000,"1,944,365",69
43552-0000,"1,944,437",95
8402-0000,"1,944,489",83
28460-0000,"1,944,550",82
39286-0000,"1,944,575",77
2888-0000,"1,944,582",55
92266-0000,"1,944,660",22
70811-0000,"1,944,673",45
52203-0000,"1,944,691",39
10111-0000,"1,944,754",84
17339-0000,"1,944,769",29
83221-0000,"1,944,775",99
37725-0000,"1,944,782",21
49302-0000,"1,944,803",63
5350-0000,"1,944,834",41
18045-0000,"1,944,842",27
71831-0000,"1,944,950",71
35671-0000,"1,945,049",90
34446-0000,"1,945,101",94
12168-0000,"1,945,197",72
62544-0000,"1,945,238",75
68653-0000,"1,945,249",66
24450-0000,"1,945,313",91
78765-0000,"1,945,327",38
23467-0000,"1,945,484",32
64101-0000,"1,945,514",44
61550-0000,"1,945,656",5
95569-0000,"1,945,670",74
80538-0000,"1,945,674",2
78623-0000,"1,945,763",79
2359-0000,"1,945,951",49
17225-0000,"1,945,992",41
62376-0000,"1,946,010",99
10045-0000,"1,946,043",61
68010-0000,"1,946,247",31
46970-0000,"1,946,259",42
93641-0000,"1,946,259",29
28395-0000,"1,946,278",39
91346-0000,"1,946,366",39
76107-0000,"1,946,451",59
99776-0000,"1,946,475",34
10301-0000,"1,946,486",72
38057-0000,"1,946,509",93
47146-0000,"1,946,528",11
19714-0000,"1,946,535",33
73014-0000,"1,946,575",14
62351-0000,"1,946,627",14
85738-0000,"1,946,640",79
78467-0000,"1,946,678",7
67230-0000,"1,946,691",14
74021-0000,"1,946,692",27
21041-0000,"1,946,710",82
3593-0000,"1,946,712",84
38088-0000,"1,946,768",55
45618-0000,"1,946,788",37
1822-0000,"1,946,815",15
96859-0000,"1,946,830",68
5472-0000,"1,946,943",36
20722-0000,"1,946,945",8
64467-0000,"1,946,953",18
86443-0000,"1,946,966",50
58602-0000,"1,947,029",28
46572-0000,"1,947,062",89
77355-0000,"1,947,082",65
93664-0000,"1,947,147",54
43457-0000,"1,947,167",97
51019-0000,"1,947,181",16
72176-0000,"1,947,194",8
33773-0000,"1,947,224",5
27553-0000,"1,947,227",74
38175-0000,"1,947,332",30
44250-0000,"1,947,348",78
84407-0000,"1,947,544",69
47670-0000,"1,947,547",66
79229-0000,"1,947,564",12
34946-0000,"1,947,610",9
30598-0000,"1,947,674",19
20077-0000,"1,947,712",25
75766-0000,"1,947,809",70
55922-0000,"1,947,819",80
61705-0000,"1,947,897",91
50624-0000,"1,948,013",19
20012-0000,"1,948,133",70
49735-0000,"1,948,143",94
77045-0000,"1,948,159",72
92832-0000,"1,948,295",27
52621-0000,"1,948,311",94
48743-0000,"1,948,316",96
62367-0000,"1,948,344",70
14742-0000,"1,948,357",28
58652-0000,"1,948,372",92
69021-0000,"1,948,374",91
